,title,content,complete_tags,words_in_tags
125,wood suitable routing,took undesired sliding doors solid wood variety put bi-fold doors place looking new bi-fold doors occured able put detailing seeing new options old doors buy appropriate sliding hardware preferrable environmental reasons unsure wood used router similar manufactured wood hard reshape form manufacture anyone determine wood type wood types best diy detailing put,wood routers,routers wood
126,best way select windows heating efficiency older house northern climate,sure energy star program going help usa energy star program helps people find energy efficient windows guides prefer windows low u-factor low solar heat gain coefficient good circumstances climate cooling days heating days southern climate insulated house winter retains generated heat sunlight welcome old house mediocre insulation sunlight welcome winter windows higher heat gain coefficient allow sunlight warm interior house save energy climate heating days cooling days mitigate higher heat gain coefficient hot summer day sunlight blocked done using exterior window embedded window i.e panes multi-pane window usa energy star program steers people using windows way result homeowners northern climate zone older houses installing windows help summer months many people benefit windows help winter compare usa energy star program canada energy star program see difference priorities result certain windows higher heat gain coefficient energy star certified quebec certified maine parts usa heating costs higher passive cooling easy effective parts costs reduced using windows high heat gain coefficient update please turn political discussion think answer subtlety cost savings versus comfort benefits windows technical properties appears usa energy star program places full weight cost savings canada cold extreme balance cost savings comfort struck hoping find window engineer forum explain example window rating system goes way energy star yes/no binary value check energy calculator provided canadian glass manufacturer cardinal gives results different glass products terms savings comfort comfort broken seasons level information available end consumers framed windows incorporated location-based government certifications update efficient windows collaborative found sponsored major window manufacturers suppliers founded department energy helps consumers choose right windows based building location design directs users specific window types offered various manufacturers useful energy star yes/no rating system addition cost savings comfort attributes window performance discusses condensation window surface,windows energy-efficiency,windows efficiency energy
127,get better looking results sandstone texture paint,painting small bathroom sandstone paint bought lowe non-us users big chain home improvement/remodeling stores result terrible first requires multiple passes hide white base finishing second paint small bathroom excessive second get paint lay wall sand aggregate paint ends big visible build-ups wall wrong right,painting paint texture,paint painting texture
128,imperial metric tap thread adapter,using basin shower head attachment plumber came replace taps due new taps old ones happen pair hot cold non-mixer british/irish taps old ones smaller diameter problem shower head attachment fit tap local diy stores asking adapter clue find thing diameter new tap shower head attachment m22 internal m24 external threads fit m24 thread pushing squeezing tap head intended use fitting tap functioning expected advise what/where look find adapter/solution problem p.s replace taps rented place landlord care shower head attachment see images a1 a2 turn tap water comes expected press button shower head disconnect water running basin tap direct hose shower head done squeeze tap m24 head picture working need allow attaching thread case need learn details product see manual,plumbing plumbing-fixture taps,plumbing taps fixture
129,circuit connection,cb connected gauge wire red black white bare ground wire connect window ac unit compatible amp plug first question replace amp receptacle amp receptacle second question system requires ground need connect white wire ground panel neutral buss thanks advance assistance,electrical,electrical
130,reglaze garage door windows,garage door sound need re-painting small window top door putty cracked go changing paint door,windows garage putty,windows garage putty
131,achieve sun-bleached effect wood stain,new wood shelf trying stain sun-bleached colour believe wood pine staining sanded grit used conditioner staining finished stained significant portions stain absorbing put coats coats needed read couple web sites said add sealer staining anyone tried seal add coat stain fix problem tips appreciated,wood stain,stain wood
132,bathtub separating wall,bought older house work done master bath noticed tub separating wall best way fix oh mention foundation leveled last week drywall cracks house,bathroom tile bathtub caulking crack,tile bathroom bathtub caulking crack
133,add return air vent refinished basement,refinishing basement nearing competition walls drywalled ceiling dropped sq ft finished space including full bathroom sq ft unfinished space existing vents supply heat ac main duct supply plan extending inches dropped ceiling tiles problem question cold air return vents pre-cut add add dont know necessary basement someone told duct exposed unfinished side dropped ceiling furnace middle basement suffice allow air circulation basement dont know argument add think add floor level ceiling supply vents way warm air heat coming ceiling circulated floor return place floor level,hvac air-conditioning heating central-heating basement-refinishing,central refinishing hvac heating air conditioning basement
134,layers plastic film window insulation,insulating single-pane window plastic film http //www.amazon.com/gp/product/b002gkc2gw keywords=plastic film insulation qid=1453679450 window opened keep plastic summertime implies drafts worth add layers separated ~1 inch worth money worth effort guess create barrier air get bit warmer sunlight facing south convincing arguments thank,insulation windows plastic,insulation windows plastic
135,fix drain refrigerator,ge tbx25pasjraa water collects refrigerator compartment tray placed top shelf catches assume defrost water going supposed thought drain line plugged pulled fridge see contains trap water implies blocked part diagram parts diagram finding manuals indicate work things exist,leak refrigerator,leak refrigerator
136,drill groove side plywood board,want drive cable cupboard shelves put cable want create indentation removable shelves drill press want buy space manual drill milling good idea press shelf parts wood drill non-visible side shelf v shaped cut saw option,woodworking drill,woodworking drill
137,refinishing front fiberglass door advice,middle refinishing fiberglass front door going way planned hoping turn done used citri-strip paint varnish stripping gel remove finish used purdy patainers tool scrape finish gel set hour used crown mineral spirits rag clean residue remaining paint scraping surface panel contours dried remaining mineral spirits surfaces paper towels dry touch waited minutes stained exterior side door minwax walnut gel stain door drying exterior side stained note got rust-oleum marine spar varnish seal door gotten instructions says gel stain takes 6-8 hours dry drying hours feels touch residue transferred finger propped saw-horses right flip lay saw horses worried going ruin stained side got painter squares worried leave marks sure point need stain interior side door apply varnish sides put hardware door sure let dry longer ok flip sure ok lay sawhorses painter squares less likely damage stain considered putting hardware hanging taping everything finishing interior stain varnish sides hanging planning put hardware last varnish cured hang door occurred go varnish drying hours stained side door looks note got experience diy projects got much clue videos articles read online learning experience anything hope door comes alright advice kind basics painters tips tricks someone experience know things done etc appreciated in-progress pictures edits hours drying feels less touch areas feel tacky ... drying total hours drying close hours longer touch flipped sawhorses stained side side seems drying much faster used less gel stain,painting stain fiberglass,fiberglass stain painting
138,get floor paint stick better stairs,stairs leading flat painted times paint seem starts peeling peels places water drips stairs balcony rains stop dripping want know best options painting minimise chances peeling old coats paint removed work done people organised managing agents time going use drill scrubber try remove paint anything adding pva paint make likely stick paint better use,painting outdoor stairs repainting,stairs outdoor painting repainting
139,add c/ common wire specific hvac system,bought new wifi thermostat requires add c-wire furnace read questions related issue like suggestion particular old furnace run wire furnace need know c wire go particular case,hvac thermostat thermostat-c-wire,c wire thermostat hvac
140,use american dremel japan,project college japan want use dremel necessity project american dremel edit dremel model tokyo surrounding area runs volt hertz electricity southern part japan runs hertz pretty sure entire country voltage edit live hertz zone dremel runs volts hertz amps wattage calculation comes watts bought step up/step converter change volts coming volts versed electricity dremels variable speed devices went watt converter safe case dremel needed pull electricity got plugged converter plugged dremel move anything get dremel work japan s*** outta luck thanks,electrical,electrical
141,different types controlled light switches exist,looking buy controlled light switch options want companies brands models looking buy light switches build personal controlling system types exist wired wireless edit info mean said want brands models mean people shopping answer includes brand model ok. put part question prevent brand-only answers usage trying create wall panel control lights house wired know future lead home automation control know start,lighting home-automation,home lighting automation
142,nonmetallic sheathed cable wet,wire running dryer got wet leaking ac window unit second floor tripped breaker saw ground wire paper damp removing outlet cover let sit week tried breaker today tripped removed outlet capped wire ends flips breaker leak issue fixed last week additional moisture harm risk waiting dry flipping breaker days,electrical wiring,wiring electrical
143,light fixture turn,main breaker reads volts reading volts light switch light turn fyi main breaker light switch volts enough operate volt light,lighting,lighting
144,repair pierced refrigerant line chest freezer,idiot friend screwing brackets ice cream freezer self-tapping screws screws pierced copper line containing refrigerant made crazy hissing sound super cold gas came hole happened nobody injured anything shocked figured know sweat copper joint fix tiny hole copper line get hvac tech refill lost refrigerant plan cut section pipe hole slip coupler solder joint know extra careful get anything inside copper line seem doable kind solder use brazed,hvac hole copper-tubing,copper hole hvac tubing
145,good low cost tools woodwork,starting get woodwork building desk home need purchase tools sure look determine tool good quality want superb top line tools using need something hinder work want something least good couple years needing power drill circular saw jig saw orbital sander belt sander,wood tools,wood tools
146,components need changed upgrading r22 r410a,equipment change convert r-22 r-410a want get rid current heater hydro-thermal unit uses free heated/recycled hot water get replacing a/c unit orifice tube need change entire cabinet heater core evaporator,hvac furnace air-conditioning,furnace conditioning hvac air
147,surges toilet,toilet surges night water heater fine pipes fine well.no pressure regulation problem toilet surges becomes problem,toilet,toilet
148,control system condersors+evaporators blower,problem control havc system using condensors evaporatora blower used thermostats wires/thermostat control problem turn cool position thermostat condensors work advice control thanks,wiring hvac,wiring hvac
149,bathroom sink drain line,bathroom sink drain clogged drain stop figured something fell hole p trap went sink learned p trap piece connected pipe duct tape tape removed top pipe leading cast iron drainpipe corroded crumbled hands figured disconnect pipe base get new matching piece replace pipe half feet small curved bend top p trap attached problem remove pipe cast iron pipe going floor threading outside cast iron pipe inserted cast iron attempt cut pipe couple new pipe need get plumber,plumbing pipe,plumbing pipe
150,figure mystery wall switches,two-story house blown-in insulation attic least wall switches house ground floor upstairs seem serve discernible function asked previous owners house owners none know function switches family occupy house longer alive techniques use figure mystery wall switches tried outlets seem turn find mounted lights controlled switches,electrical,electrical
151,furring strips installed cinderblock wall basement,tried finding definitive answer common folks block walls basements need furred information deals believe different problem original owner home purchased used combination high-grade plywood wall coverings furred accommodate pocket door electricity entire section perimeter exterior cinderblock wall wood nailed/glued wood signs water damage kind wall exterior vinyl siding plans want go drywall plan install furring strips attach drywall looked .99 price space saving imagine break half start screwing board goes addition treated strips seen recommended different context thinking using pressure treated mounted wide-side-down piece mind plenty space shallow j-boxes mount center tap-cons ramset plan held wall question moisture considerations mounting furring strips cinderblock wall basement exterior side read issue mounting untreated wood concrete porous material amount time years lack damage make question processes used accomplish problem i.e sealing wall painting wood special product etc,drywall moisture pressure-treated cinderblock,pressure treated drywall cinderblock moisture
152,light hearthmaster gas fireplace,moved new house went gas fireplace using key light fireplace nothing showing turn gas flow hearthmaster gas fire place natural gas working fine ideas,fireplace,fireplace
153,supporting load anchors brick mortar,attempting hang window flower boxes metal frame moss/fabric insert filled dirt/flowers/water total weight lbs brick wall example similar metal frame seen found http //www.vintagetub.com/asp/product_detail.asp item_no=b-30 utm_id=idk14 cvsfa=1353 cvsfe=2 cvsfhu=3439353934 specific box vertical support beams towards end common vertical set holes slip head screws anchored wall got concerns support load screws mortar need drill brick mortar repair easier holes brick take side garage i.e large uniform brick surface window holes go unnoticed mortar support expected load using top screws suffice suspect distance holes box height brick best get holes horizontal line mortar vertical line used drilling brick coming way fasten box wall appreciate thoughts matter,walls brick mortar patio gardening,mortar walls gardening brick patio
154,abandoned wasp nest,found small wasp nest morning diameter tucked railing deck stairs facing side house feet spray odd angle get enough distance closer look wondering abandoned nest looks couple holes places sides collapsed noticed wasps entering leaving watched minutes middle day safe knock get spray safe thanks,pest-control,control pest
155,install hardwood floor kitchen,know install hardwood floor kitchen recommend thank much camille,kitchens installation hardwood-floor,hardwood kitchens installation floor
156,best way lay sheathing,matter sheath exterior door think stronger break sheathing door corners sure wall load-bearing studs wall framed option option option last require extra cripples ends header nailing surface extra credit describe sheath windows main difference sheathing window door,framing sheathing,sheathing framing
157,best method painting door,planning repaint closet door match painted room better use spray paint use brush paint using walls,doors painting repainting,repainting painting doors
158,new shower pan old lining,bought house cracked grout lumpy shower floor signs leaking months removing grout tile came removed floor tile thinset found water liner mold leaks gouged liner need something want tear walls liner plastic sheeting bubbles underneath ultimate goal replace tile working full-time want prevent leak thoughts thanks,shower tile waterproofing,shower tile waterproofing
159,protect vending machine wire cut,friend mine operates vending machine school oftentimes issues snack gets stuck machine students rock machine rocking machine issue heavy machine comes wire wire get cut friend gotten people patch times simple job -- snip strip twist tape everything current situation optimal -- think lot wire use p ask -- protect wire prevent occurring,electrical wire protection,wire electrical protection
160,pump keeps turning seconds,woke morning find water feeding toilets house full dirt/mud/silt taking look pump system found pressure switch keeps turning pump second time switch turns pump water pressure tank discharges line towards well/pump enough pressure lost switch activates pump repeats ad infinitum believe water discharging causing dirt kicked makes water toilets filled dirt water line filtered way likely problem seems check something keep pressure pressure tank line escaping towards went bad pressure switch went bad switch turned first time letting pressure line water pressure worked way psi stayed pump minute switch turned pump ... seemed switch turned pump sooner basic details system consists ft submersible pump pressure switch replaced years control/electrical box switch gallon pressure tank looks new least years old edit video behavior action starts https //www.youtube.com/watch list=uu-pyenysuitfih1zfcd9_cw edit video pressure behavior outlets open letting water run remains ~56psi pump https //www.youtube.com/watch list=uu-pyenysuitfih1zfcd9_cw info pump pressure line psi measured tank pressure guessing bubble/bladder bad pressure need lowered tank help/advice/suggestions give appreciated thanks advance,water-pressure well-pump well,water pressure
161,single ductless mini-split heat pump able distribute air ranch house,middle deep energy retrofit house quick-and-dirty online manual j calculation projected loads projects completed shows estimated heating cooling load btus compared current baseline heating btus cooling small number existing btu furnace become oversized considering replacing single ductless mini-split heat pump quandry numbers say single-headed heat pump unit able handle projected heating cooling loads worried getting conditioned air bedrooms typical ranch house fashion side house living area accessed living area fine worried bedrooms get conditioned air sealed well-insulated building envelope r-26 walls r-50 ceiling r-20 footing insulation single unit enough put unit living area entrance single unit double-headed unit single compressor work put unit,heating furnace energy-efficiency heat-pump,pump energy heating efficiency heat furnace
162,portable washing leaking water,kenmore portable washer bought moved garage sale lot water leaking bottom wash rinse cycle,washing-machine clothes-washer,machine washer washing clothes
163,p drain line needs house,called gas company turn gas engineer left note saying p drain line needs run house called plumber know thing someone help,plumbing water-heater,plumbing water heater
164,size screw use,want fasten boards scew seen size screw use,wood screws,screws wood
165,lower wall cabinets fitting drywall,fitting drywall measured ceiling fitted battens wall studs length room support wall cabinets leave enough room wall cabinets high anything exist metal piece act lowering mechanism keep existing support allow cupboard hang lower e.g ceiling imagining piece metal hooks wall fixture cupboard sure exists battens inches needed bring front pipes open suggestions,drywall kitchens installation cabinets,installation kitchens drywall cabinets
166,way run hardwood flooring make room look bigger,living room wide long way run make room look bigger know colors matter case walls beige color hardwood chocolate color,flooring,flooring
167,fill cracks building wood furniture,first thing amateur diy building raised bed daughter using wood trying find best material fill imperfections wood places joins grain wood final goal use enamel paint make feel smooth,wood,wood
168,experience installing wall-hung toilets,architect recommending catalano toilet fan toto toilets wall-hung model called less graceful looking anybody experience function,toilet,toilet
169,difference pressure-assisted toilet,gravity flush toilet swapped pressure-assisted toilet differences plumbing mounting etc,plumbing toilet,plumbing toilet
170,hooking switches white wires work,working small cabin black wires run lights white wires run switches lights ... switch white wires circuit work exact opposite black white routed switch lights switches wired way cabin walls covered getting wiring require ripped walls unsafe hook power reverse order white hot work,wiring,wiring
171,dryer vent pipes touching copper hot water pipe,installing long clothes dryer vent crawl space house replace old using combination flexible metal pipes rigid stove pipes try reduce friction possible length pipe feet alternative several spots pipes come contact copper hot water pipe house -- tight area best avoid touching pipe problem flexible rigid pipes come contact copper hot water pipe couple small places,vent dryer copper,vent dryer copper
172,cladding removed sides dormer covered replaced week,soffits fascias guttering replaced cladding sides upstairs dormer windows upstairs windows look picture guy work started removing old wooden soffits cladding sides dormers put new soffits fascias guttering main roof line left sides dormers open delay materials said next wednesday/thursday week future reference complete job stress worried builder returns problem confidence work completed worried sides large dormers open element week heavy rain forecast worried covered plastic tarp boarded builder seem concerned,roof waterproofing dormer,waterproofing roof dormer
173,thaw frozen exterior drain,angled towards house feet garage long drains cover drive way right frozen frozen getting much water build going garage idea remove water driveway said wet vac seem find anyone wet vac area thaw drains drain frozen think frozen part driveway travel exit sure anyone thaw advice get rid inch thick ice helpful,water drainage driveway ice,water driveway ice drainage
174,get rid mold drywall,bedroom converted garage attached house black mold bed used best way get rid,cleaning mold,mold cleaning
175,radiators heat missing expansion vessel need,new worcester regular boiler come built-in expansion vessel discovered installer install external expansion vessel hw unvented cylinder expansion vessel connected cold inlet radiators heat remain cold called plumber said original installer put expansion vessel boiler solve heating issues seems got pressurized system missing pressure release valve said install convinced expansion vessel prevent backflow water safety measure nothing additional flow water radiators reckon power flushed boiler replaced tried balancing radiators help radiators boiling hot degrees set boiler warm advice proceed expansion vessel reckon need safety reasons think solve heating problems thanks,central-heating boiler radiator hot-water,central radiator heating water hot boiler
176,finish finished floor,ok deal stained poly floor coat tried floor buffer sand poly layer mistake.. buffer strong couple areas buffer started show bare floor grain rubbed stain top affected areas rubbed stain rag questions poly coat rub mineral spirits area clean excess stain overlapped coat poly running fan re-stained area dries quicker give rub mineral spirits remove stain dilute part want wood seem mineral spirits raise stain wood grain penetrated cursed project ask leave stain residue place poly coat poly coat cover,flooring hardwood-refinishing,hardwood refinishing flooring
177,run heated floor thermostat amp sub panel amp gfci breaker,want install heated floor bathroom like know run amp subpanel wiht amp gfci breaker,subfloor,subfloor
178,fabric sheathed outlet wires ground box,home built outlets ground wire use fabric sheathed copper wire.can run ground wire recepticle metal outlet box apposed ground tell outlet box grounded way box isnt grounded ground recepticle,wiring receptacle,receptacle wiring
179,use wire wiring new house,wiring new house bought boat load new romex wire size used alright use number place number,electrical wiring,wiring electrical
180,low extensions sides cased opening passageway,cased opening rectangular talking low blocks wall see x extend opening sides decorative suppose -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -| x x -- -- -- -- -- --,design terminology,design terminology
181,different types vents single roof,attic house serious ventilation issue sheathing becomes rotten roofing contractor suggests replace rotten sheathing install ridge vent plan keep old vents ridge co-existence different types vents cause air flow formed different vents smooth flow soft vents ridge vents correct insure ventilation plan proposed contractor correct,roof vent ventilation mold sheathing,sheathing vent ventilation mold roof
182,light wiring advice,hi done replaced thought light work thanks advance,wiring,wiring
183,bathtub overflow works overflowing tub,strange problem new acrylic tub narrow slit overflow line built tub drain overflow line appear clear vent stack checks certain something drain tub know wrong tub filled top tub rim regulate amount water going tub hold water level inch slot minutes overflow start making strange gurgling noises visible bubbles coming draining drains nothing start inch water tub level start draining makes ton strange gurgling noises drains expected drains overflow line air going overflow tub drains using main drain fix drain line looking,plumbing bathtub drain-waste-vent,plumbing waste bathtub vent drain
184,draining washing machine yard,short sweet septic tank mississippi called snake drain washing machine load pours gallons water laundry room caused replace brand new washing machine plumber says old cast iron pipes become gunked black sludge snaking nothing recommended someone bring jetter stand roof flush entire pipe note pipe connects washing machine kitchen sink nothing sink next problem jetter work work run new piping plumber suggested run washing machine kitchen sink toilet running pipe septic tank require going foundation lot work lot expense handle safe run legal imagine licensed plumber tell something illegal know children lake hundred yards less concerns advice welcome,plumbing washing-machine drainage,plumbing machine washing drainage
185,get faucet handle,trying get cartridge bathroom sink faucet handle took top part order get cartridge looks take bottom part tried prying turning sure supposed come know manufacturer faucet put wd-40 help loosen bottom edge seem want budge want scratch suggestions need replace cartridges handles stop leak new house fixing stuff,leak faucet sink,leak faucet sink
186,replacing bath fixtures switch,replacing light fixtures bathroom switch went planned black black white white second closest switch looking normal wires came caps pulled old fixture screws bent force required white wires twisted appear black ink dots hot copper ground wire black wires capped box think wire attached caps loose black attached wires box issue white twisted wires black marks hot power source attach black fixture wire attach white neutral fixture wire,lighting,lighting
187,put uk pin plug use adapter dishwasher brought africa,put uk pin plug dishwasher brought africa use adapter thankyou help kind regards,electrical,electrical
188,notched exterior stud chimney,electrician yesterday ran flex conduit tv want hang fireplace examining notch made stud next chimney masonry concerned deep member single notch depth consider stud compromised complicating much way install stud shoe thing next masonry chimney stud believe sheathing tell full old insulation kind lumber concerned contacted electrician waiting hear know masonry helps hurts house brick frame matters suspect,studs,studs
189,make built-in bookcases corners room,planning built book shelves room issue corners room waste space make space useful corner space used storage books worked better,carpentry design,design carpentry
190,self-supporting walls,need build dividing walls landlord requirements reach ceiling high ceiling prevent re-working existing sprinklers floor concrete secure side walls floor created space need door walls need support door minimal decor pictures seems securing side walls concrete floor sufficient appreciate feedback bring-up concerns considered thanks casara,walls ceiling,walls ceiling
191,quick dirty tool/method use cutting scrap drywall,drywall scrap sitting garage years remodel case buddy came idea turning karate boards kids destroy scrap pieces start half sheet go excuse buy something new honey kids point idea circular saw toss blade afterwards,tools drywall,drywall tools
192,condo interior room walls steel studs paper thin,bit puzzled drywall high rise condo built years drilling interior room wall stud found stud detector yes using drill goes resistance lengthy wall feet connecting living room bedroom drill wall connecting neighbours feel resistance hitting stud studs paper thin meant handle extra load wall,drywall studs,studs drywall
193,install leviton timer switch box,trying replace exterior light switch timer switch switch panel switches control ceiling lights dimmer center single switch right way switch sets pot lights replace left image bottom connect timer work ... suggestions,switch timer,switch timer
194,sheathing underneath brick exterior walls,trying figure exterior plaster wall brick attached house built insulation walls drywall plaster top drywall expecting wood lathing kind assuming sheathing kind gypsum fiberboard sheathing sure first shot shows sheathing hole plaster second shot sheathing left water damage push finger little squishy firm regular drywall click photo full size,walls brick exterior sheathing,sheathing walls brick exterior
195,replacing carpet re-use tackless strips,need replace carpet thee carpet installed concrete slab tackless strips fastened concrete nails tackless strips seem decent enough condition replace hassle dealing wood subfloor due necessity sinking new nails year-old slab,carpet,carpet
196,light switch leaking electricity,home built laundry room added unknown future light switch seems emitting electricity according fluke voltage tester noticed replacing switch move tester inch box touching anything detects voltage gang box metal wiring looks least decade appear grounded shocked light switch concerned unsafe fix,electrical wiring lighting safety,wiring lighting safety electrical
197,optimal positions a/c heat register grills facing,noticed a/c heat register grills facing walls room insides curves grills face walls rooms others assumption point towards room wall put backwards correct assumption reason system benefit grills pointing walls airflow reasons something matter preference thing feel air blow,hvac air-conditioning vent heat register,vent hvac register air heat conditioning
198,insulate roof,renovating house redoing flat roof ceilings insulation roof covering planning use epdm rubber case relevant living netherlands plan use rockwool insulation builder suggesting insulation wants use inches pir insulation anyone ideas following good argument go insulation roof pir insulation better rockwool ... insulate,insulation roof,insulation roof
199,use bulk electrical wire make subfloor heating system,electrical floor heating kits run square foot bulk wire costs controller running square foot construction electrical good books takes novice steps buying parts making,heating floor,heating floor
200,cool hot garage,north carolina garage hot window room top years lost freezers place put tried find fan w ith damper thermostat mounted wall luck,cooling,cooling
201,fix gaps flooring planks,months laid floating bamboo floor planks solid carbonized strand bamboo allowed planks acclimate weeks apartment laid floor floating floor- gluing planks together- following manufacturers instructions month winter heat large gaps appeared planks gap inch wide plank wiggled question best way fix problem assuming bamboo moisture sensitive shrunk due warm dry conditions winter therefor expand summer using floor colored silicone type caulk good way fill gaps allowing expansion contraction cut piece bamboo fit gap glue thank suggestions,floor,floor
202,wire single gang 3-way fan control dimmer,client new fan installed 3-way switch stairs switches located top bottom separate breakers fan light operated light attachment toggle remains pull chains simple unfinished modern fan co included single pole single-gang fan light control unit guessing accommodate convert single pole offered 3-way option recommending believe 3-way single-gang dimmer fan controls necessary snaking necessary clear current wiring 3-way 3-wire support different controls single gang locations need snake additional wires upper practical attic lower increase difficulty likely budget supplier tech-guy threw hands air recommended remote manufacturer suggested defer unknowns professionals multiple clients waiting feel nothing league installed fans confused spending hours install unacceptable standards setting time educate avoid costs explaining clients salespersons strenuous input appreciated,electrical fan,fan electrical
203,king studs jack studs,inch opening studs install exterior french doors load bearing wall inch door order actual size inch get inch opening thinking installing king studs existing king studs jack studs installing jack studs better king studs jack studs,walls framing,walls framing
204,fasten carriage bolt,made bracket mounting tv custom pipe mount built advised local hardware store use carriage bolt following reasons counter-sunk holes flush monitor way make sure bolt twist tighten nut hammering carriage bolt grab edges hole prevent twisting anyone know carriage bolt square block top hammered material using grab secure bolt setup working best lock-nuts difficult get bolts try drill strips bolt spins main question type carriage bolt kind phillip flathead wrench socket setup tension plan something nuts |- -l| -- carriage bolt mdf lock-nut washer bracket washer lock-nut thinking secure need provide reverse tension installing first lock-nut ideas,bolts,bolts
205,size posts need use build wooden driveway gate,built foot fence way property finish offi need build driveway gate gate feet wide swing gate sections used foot posts buried cemented considering bolting posts burying depth concerned enough support gates wheels bottom,fence gates gate-post,gates post fence gate
206,power box installation code,house built power box installed bedroom wall occupants bed situated plaster sheet power unit persons heads legal risks please concerned,installation power,installation power
207,something placed engineered hardwood cement slab,installed engineered hardwood floors lower level home cement slab question floors hard installing floors placed cement installing hardwood,hardwood,hardwood
208,pouring concrete safe add large rocks increase volume,backround going pour concrete anchor swing set base swing set anchored footer crossed bunch large softball-sized rocks yard thinking buy less concrete mix get rid rocks threw rocks wet concrete assume concrete harden rocks set become solid mass question assumption correct rocks damage integrity concrete anchor drawing posts anchor rocks depicted,concrete anchor cement play-structures,concrete play structures anchor cement
209,breakers controlling circuit,know wiring get self trouble church go set chandeliers sanctuary sets lights breakers controlling set controlling set switch use breakers turn problem see night went set lights turn thought problem beaker looking labeling door box says breaker turns flipped beaker turned breaker use think labeling saying blocking number try wrap understand know safe breakers go place turn lights,electrical,electrical
210,effective heat pump ac heat pump/furnace heating new england,central ac unit oil furnace ac broken furnace old thinking replacing next year considering replacing ac heat pump oil furnace gas furnace hopes gas company bring line street main road furnace needs replaced understanding heat pump used heat house certain point winter know whole lot heat pumps wondering effective heat pump cooling heating house first floor sq ft basement terms cost effectiveness actual comfort level house pump able cool house degree days say 70-75 degrees able get house warm winter reasonable amount time told units set furnace kicks needed wondering determined want sitting cold house hours waiting furnace realize heat pump going job heard pump cheaper heating wondering specifics much cheaper heat pump run run electricity extent heat pump use electricity warm house furnace enough make cost difference pros/cons thinking,hvac heat-pump,heat pump hvac
211,happens sweat pipe copper pipe flux,forgotten use soldering flux paste replaced water valve copper tubing tight place sweating pipe something joints attached ground others soldered place ceiling case put new tubing valve place soldered looked recall putting flux joints soldered joint flux leak leave redo,plumbing solder,plumbing solder
212,hvac replacement,purchased older home- sqft stories returns downstairs upstairs ton seer system old goodman air handler condensor unkown looks old worn attic insulation cellulose needs living days cool weather central texas system heats natural gas upstairs gets warm compared separate issue temperatures starting pick forcasted today noticed current ac system capable keeping installed nest old thermostat shot old house yesterday degree temperatures reported degrees get set notion scary considering days going get hotter local company ad paper full system swaps nothing terms ducting etc system swap including air handler furnace coil condensor etc packages pricing expires friday considering deal lennox systems first package undisclosed ad lennox system seer gas system media filter uv light year p l blown-in insulation recommended salesman second package lennox xc21 system seer super efficient system stage variable speed motor media filter get package includes uv light year p l blown-in insulation adds total salesman said course nice system going pay persisted first package better way go questions considering xc21 second package sound greater efficiency decreased utility bills worth extra money compared first package said seem balance issue second floors salesman recommended increasing size first floor much greater dimension make much sense size return duct remain ... recommended system choose possibility zone system came particular company charges zone system went route go offset cost insisted try increasing size first floor return avoid un-needed costs assuming system package capable powering dual zone system thank guys help long time fan overflow computer programming equivalent diy.stackexchange great help day job look help guys offer thanks,hvac,hvac
213,need building control approval install external security camera powered power ethernet,uk understand wire new external plug socket light using mains voltage need get qualified electrician work inspected building control install external security camera powered power ethernet regulations mains voltage involved modifications circuits ethernet cable going wall wired camera plugged router poe injector,electrical building-regulations uk ethernet,building regulations electrical uk ethernet
214,switching downspouts gutter,kind accessories available switching downspouts side cutter concerned downspouts much connection gutter assuming going need patch connection old location cut new hole side,gutters downspout,downspout gutters
215,remove oil/atf paved driveway,asphalt repaved spring course car started leaking atf case remove,cleaning driveway,cleaning driveway
216,suggestions transparent material,looking transparent material available buy mm thick film/sheets aware pmma aka plexiglass able locate supplier thin plates/film suggestions strong transparent,materials,materials
217,promote garden drainage,finished renovations included excavating fair amount dirt left area x need fill dirt depth ground hard clay areas mud stone others plan lay ag pipe connected storm water system low side lay base top put top soil top grass planted base use sand gravel ...,drainage,drainage
218,identify speaker setup ten in-home speakers,inherited rat nest speaker wires usa cables purple gray blue contains wires black white red green rooms speakers embedded walls able access wires open shells encasing come part wall hooked basic home audio switch system removed used modern speaker wire replacing speaker wire today identify wire goes hooked friend suggested using nine-volt battery listening static proceed regarding photo nest cables purple gray severed stump purple cables twisted red/green twisted top left cables purple blue untwisted wires purple cables bottom left wires meeting combined red red white white black green black green cable seems patched cable yellow inserts bottom,wiring speakers audio,speakers audio wiring
219,concrete/brick storm drain made,simple havent found instructions unsure proceed need make storm drains concrete boxes grills top pipe direct rain water imagine lay concrete slab lay bricks plaster bricks cement/sand/waterproof-additive feel missing something,brick drains,brick drains
220,lutron maestro cl extreme delay,nothing success using maestro dimmers led incandescent lighting years picked new dimmer macl-153m-wh pair g7 elko leds total see strange behavior dimmer video demonstrate https //youtu.be/_fgk0vbbitu notice light level go second indicator top turn press button indicator goes middle lights circuit turn couple seconds dimmer resets indicator shoots bottom lights come expected dimmer responsive lights come sit initial delay comes tried adjusting various settings trim levels fade times success reset dimmer factory plan try switching bulbs used g7 dimmer behavior confusing,led troubleshooting dimmer-switch,dimmer switch led troubleshooting
221,wiring,replacing old double new circuit wall copper wires wires oven attach silver wires copper wires,wiring installation oven,installation wiring
