,title,content,complete_tags,words_in_tags
89,signing hash full data considered secure,reference object code hashes signature object separate signing obvious reason consider simpler sign reference object hash wonder considered secure complete explanation data object hash signed h hash reference signature object contain h sign h sent network verified signature,signature,signature
90,files encrypted related data versus file,code takes list credit-card numbers splits number chunks chunk characters long chunk remainder series chunks saved individual files example test data looks test cc numbers file x contain file contain record separated common delimiter newline character file x saved truecrypt volume using aes file saved different truecrypt volume using using unrelated key question lower cryptographic strength due structure reason bring know contents file make assertions contents second due credit-card numbers adhering luhn-10 mod10 specifications example know file x contents know corresponding record file pass luhn-10 check knowing file x exposes information file potential value reduced factor off-topic storing single file full credit card numbers separated common delimiter expose information attacker knows structure file,aes,aes
91,special elliptic curves,seems sources introductions discuss elliptic curves general used know particular curves important cryptography opposed let say polynomial degree \gt mod group seems modulus applied function types acceptable seems less intuitive looking bubble vs curve curves let say anything sin wave x^3 x shaped contour job seems provide much surface area get larger space \mathbb z _p possible combinations connecting lines arbitrary p q get r opposed something restrictive graph beginning bubble seem reduce possible combinations use modulus implement discrete logarithm problem sorry seems little naive question trying write implementation understand means asking something taken granted walking simple example ones searched anything sentences helpful wants talk b way e listen b edit seems version elliptic curves finite field looks pretty random seeing equations cryptographic significance difficult imagine took higher degree equation applied modulus place group seems make sense get something random,elliptic-curves discrete-logarithm finite-field,logarithm field curves discrete elliptic finite
92,happens someone implements tree-base signature scheme,learning signature schemes read merkele tree-base signature scheme paragraphs key signings generated using so-called tree structure pseudo randomness algorithms question happens scheme breaks signature scheme someone using signing key-generation normal way i.e probabilistic algorithms,signature hash-tree,tree hash signature
93,requiring reciprocal signatures create stronger web trust,post cryptome noted person called michael vario signing people public key uploading signatures forging web trust sure kind thing done occurred public key servers asked return public keys signatures reciprocal realistic picture trusts feature enabled vario signatures appear keys signed effort key server feature useful need additional options/messages gnupg make clear looking unauthenticated signature,pgp,pgp
94,considerations using single long-term key file encryption,thinking designing container file format allows store file say thumbnail metadata files confidential encrypted goal achieve confidentiality authenticity integrity file containers millions containers single long-term secret i.e master key file suppose looking aead ad file header e.g. aes-256-cbc hmac-sha256 aes-256-gcm issue held iv/nonce single long-term secret design understand ensure uniqueness iv/nonce container methods mentioned sufficient use simple sequence number container place authenticated file header split iv/nonce fixed sequential part mentioned rfc5116 different approach thinking using hkdf derive key material container master secret guid associated file container store guid plain file header use guid iv/nonce benefit creating individual key material container update individual keys container seem way go using master secret encrypt container key solve iv problem please take look following proposal file header h plaintext\ file\ header g guid\ associated\ with\ the\ payload\ included\ in\ h payload p plaintext c ciphertext iv_p payload\ iv k_p payload\ key c aes iv_p k_p p user keys macs s_i a\ secret\ stored\ in\ a\ file iv_i iv\ for\ slot\ k_i key\ for\ slot\ k_ m_i hmac\ secret\ for\ slot\ m_i hmac\ for\ slot\ k_ p_i payload\ key\ material\ encrypted\ with\ k_i iv_i k_i k_ m_i hkdf g s_i k_ p_i aes iv_i k_i iv_p\ ||\ k_p m_i hmac k_ m_i h\ ||\ c\ ||\ k_ p_i container file format h\ ||\ c\ ||\ k_ p_i m_i design use hkdf derive much key material keyfile need solving iv problem add remove many user keys want detect tampering hmac associated key need store hash container key luks hmac guarantees integrity decrypted key consider sound design,file-encryption key-reuse file-format,encryption format key file reuse
95,numeric base conversion cryptosystems,wondering numeric base conversion found application cryptography base conversion example familiar base64 encoding example numeric base conversion value converted base ascii base64 base-64 encoding curious case set symbols converted set symbols converted permutation elements bases kept secret gathered differences encoding encryption seems latter involves secret material former able research base conversion secret bases constitute proper encryption starters possesses low diffusion vulnerable basic known-plaintext attacks incrementing counter converting ascii secret base yield bytes secret base potential countermeasure encrypt plaintext data encrypted appear little gained secret encoding business interesting feature values arbitrary bases math performed converted property called homomorphic encryption label sure confidence message maintained tricks required countermeasure last point ruin property played concept able think solid use case idea questioning use case exists least crypto concerned curious crypto systems failed attempted make use encoding values secret base curious applications idea cryptography mentioned able find mention things bunch pages stressing encoding encryption emphasizing difference secret data page closest thing looking found disagree certain assertions contained page fair author notice page years old looked interesting goes single page overview clarification base conversion encoding referring changing meaning symbols given number system opposed changing value represented example values range 0-255 represented symbols/glyphs ... actual value string symbols depends upon encoding number system used represent means bases symbol base example choose interpret glyph mean number 0-255. interpret glyph mean number 0-255 exclusive value indicated assigned indicates numeric bases glyph process looks value_in_base2 convert value_in_base1 base1 base2 value_in_base1 ordered collection symbols whose elements included base1 value2 ordered collection symbols whose elements included base2 note required base1 contain symbols used original value required contain symbols used original value clarify example convert ascii string ascii binary trying convert ascii string binary ascii work string contains symbols found binary translated concrete examples convert binary base_ten convert binary hexadecimal convert binary inverted_binary secret_message convert message secret_ascii secret_base example converts binary base ten make perfect sense next example converts binary hexadecimal standard fare third example converts regular binary inverted binary value represented symbol value represented symbol last example converts message value secret number base second secret number base values output depend bases used conversion process secret_message presented using symbols available ascii character set recovery non secret message impossible knowledge bases used encoding process conversion from/to bases outputs valid string encoded bases match appropriate symbols box thinking given graph numbers plaintext encryption shift points graph order scramble form encoding closer leaving points graph rearranging order numbers sides graph x-y axis labeled ... choose keep order numbers axis secret,encryption encoding,encryption encoding
96,rsa pkcs v1.5 padding output,make use rsa pkcs v1.5 padding length used allowed plaintext bigger modulus length bits padding modulus size value bigger modulus avoid,rsa,rsa
97,question key rc4,planning develop secure version rc4 algorithm i´m encryption expert i´ld help find answers following questions value key array range 0-255 answer “yes” please explain use generate key key array defined array rc4 output j mod n,encryption algorithm-design stream-cipher rc4,algorithm stream rc4 encryption cipher design
98,distribution subset md5,need assign bit integer collection human readable strings generated hash collision mind expect thousand strings like evaluate possibility using first bits md5 sum distribution bits,hash md5,hash md5
99,sign data encrypted using public key rsa,received public key encrypt data end decrypt using private key want sign data ensure non-repudiation thought sign using private key possession sign encrypted data,rsa public-key signature certificates,certificates signature rsa key public
100,key schedule serpent circle,creation prekeys serpent works xoring previous values counter fixed value word bits big words form round key applying s-box part question original raw key bit w_ -8 w_ -1 \phi constant term value hex equals left rotation xoring individual bit equation value w_i i-8 \oplus w_ i-5 \oplus w_ i-3 \oplus w_ i-1 \oplus \phi creators serpent mention bases primitive polynomial x^8 x^7 x^5 x^3 …to ensure distribution key bits rounds eliminate weak keys related keys source http //asmaes.sourceforge.net/serpent/serpentspecification.pdf question equation form cycle possible values asking linear feedback shift register primitive polynomial feature possible value excluding bits set reached starts first value answer “yes” feature hold constant terms given \phi answer ”no” remove constant term \phi and/or applied round counter equation,algorithm-design serpent key-schedule,key design serpent algorithm schedule
101,verilog simulation synthesis diffie-hellman key exchange,available verilog implementaion diffie-hellman key exchange find anything using google assuming started implementing code hosted https //github.com/nulpoet/verilog_diffiehellman behavioral simulation xilinx works synthesize remainder operator anybody know design module remainder operation verilog computes remainder single clock cycle links literature discussing algorithm suffice solution question solve problem thanks advance,protocol-design implementation diffie-hellman algorithm-design key-exchange,hellman algorithm exchange implementation design key diffie protocol
102,preferred xnor,xor operator seems used building block many cryptographic primitives see desirable properties seem bits b=c information preserved b recovered c bit information hidden adversary learn anything b c properties xnor seems cryptographic application using xor constructed xnor incurring loss security possible reason prefer xor xor equivalent addition modulo whereas xnor addition modulo seems mathematical sure results additional hardware complexity practice choice xor arbitrary made historical reasons tangible underlying motivation using xnor,xor,xor
103,complexity square attack reduced 4-rounds 128-bit rijndael variant,looking square attack reduced version aes-128 rounds block key size bit set plaintext-ciphertext block pairs complexity computations number encryptions partial encryptions memory usage data requested,cryptanalysis aes rijndael,rijndael aes cryptanalysis
104,encode algorithm garbling scheme probabilistic deterministic,general garbling scheme works follows \textrm garb c input security parameter \lambda unary circuit c outputs garbled circuit c garbling key k \textrm encode x k input input value x garbling key k outputs garbled input x \textrm eval \widehat c x outputs result c x question second algorithm encode probabilistic reviewed papers indicate deterministic think probabilistic confusion please give best illustration probabilistic deterministic,randomness garbled-circuits,garbled circuits randomness
105,ecc point addition/point multiplication,beginner-esque knowledge ecdsa trying write something python take private key output public key understand trying point multiplication k number times basepoint get better understanding main resources wikipedia page tutorial trying program point addition work calculate lambda wikipedia point addition slope happens get numbers divide fraction example found tutorial second resource curve b \mathbb f_ point doubling p= gives \lambda \mod simplifies \lambda \mod happens turn,elliptic-curves number-theory modular-arithmetic,theory number curves modular elliptic arithmetic
106,crack sha1 hash code,given set sha1 hash code knew portion plaintext particular hash code remaining portion plaintext constant value hash code possible recover constant value,hash sha-1,sha hash
107,possible perform mpc protocol compute product polynomial ring,hope asking much n parties holding polynomial 0-1 coefficients fixed degree n-1 wandering possible mean feasible compute product polynomials mpc protocol security need result modulo x^n+1 actual request following given n polynomials p_1 p_2 \dots p_n 0-1 coefficients degree n-1 compute \prod p_i \mod x^n+1 multiparty computation protocol party holds p_i question regards complexity product n \log n\log integer multiplications fft algorithm used first question please attach welcome message answer,multiparty-computation,computation multiparty
108,encryption bigrams trigrams weaken code,supposing rotor machine characters encryption ten additional characters frequent bigrams trigrams weaken code better use additional characters,cryptanalysis classical-cipher,cipher classical cryptanalysis
109,hmac_drbg generate process requesting n bytes different requesting n bytes total,correct assuming hmac_drbg return different results e.g first request bytes followed request bytes asking bytes seems nist sp800-90a chapter generating pseudorandom bits using hmac_drbg k v values changed requested number bits generated changing v k v values changed leftover bits get chucked strange property drng return different value drng || drng drng drng reseeded drng kind property,hmac pseudo-random-generator random-number-generator,random pseudo hmac generator number
110,davies-meyer miyaguchi-preneel constructions secure,davies-meyer compression function h h e_m h h said secure miyaguchi-preneel compression function h h e_m h \oplus h secure know secure e block cipher n -bit key n -bit plaintext e_k x denotes encryption x key k question based asked yanglifu90,hash block-cipher,cipher hash block
111,decode message p q p \bmod n \bmod n n known,going cryptography exercises stumbled problem discover message know p q p \bmod n q \bmod n known numbers lost know start anyone give hints point right direction read problem,encryption modular-arithmetic,encryption arithmetic modular
112,proof perfect privacy implies number keys least number messages,reading proof statement perfect privacy implies |k| |m| pretty sure k set keys set messages proof following understand notation assume i.e. assume fewer keys messages given ciphertext c message key k e k c p_ k \in k e k c let p_c \in e k c k k maps message c fewer keys messages p_c key k maps c p_ k \in k e k c violates perfect-secrecy condition p_ k \in k e k c p_ k \in k e_k k c k \in k means k key set k first thing understand following notation p_ k \in k e k c mean p refer probability understood following statement k maps message c makes sense function output result inputs p_ k \in k e k c mean probability encrypt using k results cipher c equal said proof message key k transforms c yes convinced violates perfect-secrecy condition p_ k \in k e k c p_ k \in k e_k k c assumed beginning p_ k \in k e k c statement makes sense get part assuming p_ k \in k e k c apart fact sure p p i.e typo p p refer probabilities wondering think proof showing case number keys greater messages,encryption provable-security perfect-secrecy,perfect encryption security secrecy provable
113,version srp iso/iec 11770-4:2006,impression srp emerges least uncommon analyzed protocol authentication key agreement based short password states srp part iec 11770-4 protocols version specified seen srp-1 srp-2 srp-3 srp-6 current srp-6a hence first question version srp iso/iec 11770-4:2006 link free preview drafts available willing subscribe mailing list spot meaningful technical difference october draft real thing list parameters options srp or/and iso/iec necessary define implementations point secure inter-operable iso/iec 11770-4:2006 use elliptic curve setting guess shorter cryptograms case srp update motivation question iso/iec 11770-4 international standard approved committee reassuring decision-maker srp-6a defined web page disappear change second comment smit johnth suggested tls-srp/rfc traction possible choice reading implementing srp-6a claiming implement srp-6 reference documents predating srp-6a main reservations tls heavy application rfc stuck sha-1 bad certification standpoint france hash bits bits use year match rules section official recommendations least make prescriber less comfortable,passwords srp standards,srp passwords standards
114,pairing based cryptography ready productive use,testing many interesting cryptographic protocols based bilinear maps hard understand underlying fundamentals several types pairing different underlying algorithms weil tate ate subtypes understand properties started ben lynn implementation pairing based cryptosystems old distinguishes type a-g curves notes type3 curves susceptible certain discrete log attacks hand galbraith talks death type pairings new blog entry states type pairings efficient type used ben lynn seemed little preference type pairing pairings mentioned lynn seen als secure productive use seen secure others ate-pairing seems fast,elliptic-curves pairings,curves elliptic pairings
115,encryption verification message,want send/receive messages peer using tcp socket want encrypt messages using aes cbc know symmetric key k1 used cbc k2 used hmac size message small bytes low latency needed verification message needed want verify messages encrypted a. idea calculate hmac message example messages m1 hmac m1 m2 hmac m2 ... send aes_cbc messages receiver decyprt messages checks sent hmac m1 hmac sent m1 idea pad bits example messages m1 z1 m2 z2 ... send aes_cbc messages receiver decrypt messages check z1 question idea secure assumed length bits example put hmac zeros break verification probability larger sorry poor english thank,aes hmac,aes hmac
116,stripping message authentication signature,attackers strip rsa ec -dsa digital signature conduct cca aes-ctr cbc payload aes-gcm,rsa aes elliptic-curves dsa chosen-ciphertext-attack,aes chosen rsa curves attack elliptic ciphertext dsa
117,hash function based pseudorandom functions security,hash functions make use pseudorandom functions looking specification hash function based prf based security primitive,hash provable-security pseudo-random-function,function hash random pseudo provable security
118,validating successful decryption aes,program uses aes-256 cbc mode encrypt decrypt files realized use incorrect passphrase decrypt data leaves way validate passphrase correct decrypting things idea suggested embed known value beginning encrypted data validate decryption produced expected result iv known value thought hashing embedding first bytes file first block decrypted bytes equal hash iv know decryption succeeded know failed way compromise encrypted files,aes initialization-vector cbc,cbc aes vector initialization
119,username password work,suppose client alice goes https bob tls alice sends client hello random number r_a bob sends server hello random number r_b suppose settle cipher suite e.g rsa dhe aes sha1 bob sends server certificate bob signs sends key exchange g^b diffie-hellman bob request client certificate client alice sends client key exchange g^a diffie hellman signing share pre-master secret g^ ab r_a r_b next key derivation use pseudorandom function prf generate pre-master secret following symmetric keys client write key write key client mac key server mac key client write iv use client cipher server write iv use server cipher alice sends change cipher spec encrypted finished containing previous client handshake messages bob sends change encrypted finished containing previous server handshake messages exchange encrypted application data suppose alice starts signing username password happen next scrap negotiated keys switch tls-psk password-authenticated key agreement password-based key derivation please describe client server use username password steps algorithms used,passwords tls password-based-encryption,tls encryption password passwords based
120,multiple homomorphic operations ciphertext leaks information plaintext,scenario assume encrypt message using paillier encryption get c=e give identical c different parties parties e party computes c_ e h_1 =e \cdot h_1 party e computes c_ e e h_2 =e \cdot h_2 values c c_ c_ e given malicious server question server learn anything values h_1 h_2 yes/no remark seems learn anything messages given c homomorphic operation get ciphertexts c_ c_ e homomorphic encryptions secure problem changed random value r encryption ciphetexts possess identical random value remark mentioned paillier using right question generalized homomorphic encryptions,encryption cryptanalysis homomorphic-encryption paillier,encryption paillier homomorphic cryptanalysis
121,additive proof discrete log,let say someone k want prove know k k k*g g sort group element use schnorr signature protocol mergable proofs kind given proof k_1 k_2 get proof k k_1 k_2 note know k_1 k_2 seen proofs note proof much weaker course proving know k proving seen proofs k_x add k take \mathcal space number k_x corollary number k_x secret otherwise proof easy list proofs k_x \mathcal \log x acceptable open problem mimble wimble white paper edit nice property proof k finding proof -k hard,group-theory schnorr-signature,schnorr group theory signature
122,recovering public key ecdsa signature work,possible recover public key ecdsa signature r please explain works,elliptic-curves dsa,curves elliptic dsa
123,possible ec private keys valid,generate key pair using openssl bouncy castle using curve secp256k1 private keys look random values private key corresponding public key public key found arbitrary values treated private keys way tell value private key,elliptic-curves,curves elliptic
124,speeding known plaintext preimage recovery attack md5,suppose messages b c different length dwords length combined know plaintext length c length b. possible take advantage knowledge trying recover preimage md5 || b || c targeting raw md5 transform c fact padding bitlength feed dwords input expect get dwords digest dwords length b c dwords length think precomputing much possible long message used give much speedup metacompilation techniques upd1 following idea unsure value context general appreciate review possible express dword collection independent bits states set unset upset unknown unknown bits unique id hold creation history result xoring unknown bits unknown spawn unique unknown bits necessary possible unknown bit determined anding oring outcome longer unknown xoring make xoring unknown bit inverted counterpart make rotation effect bits order dword collection bitwise operations dwords scale bits obvious manner addition expressed add operation returns result carry bit turn ignored result msb tracing end directed graph unknown input bits message b output bits digest twisted entangled input bits node graph operation xor nand add etc incoming edges arguments functions outgoing edges results symmetrical transitive binary operations extended arbitrary arity using behavioral definition arguments set result set result xoring unknown argument bits xoring known bits produces xor idea try simplify graph using rules expressed much possible unwind bit history revealing long expression and/or/xors making use initial unknown bits b message try find common chains operations computed problem approach overcomplexify calculations times dwords breaked bits ... way somehow bond producing function taking b message candidate returning single dword compact way know know use approach dwords bits lowest level second idea try reverse graph feeding desired md5 output output unknown bits trying figure arguments produce results example b c ... == x x unknown bit revealed impossible b c others anything propagation proceed applies b c ... == x x set b c set ambigous cases branching pushing current graph state stack selecting possible argument layouts proceeding first conflict e.g example according expression unknown bit unset according expression bit set means possible paths selected wrong next tried implemented something wrong wrong think figure time needed walking branches exceed bruteforce time sure,md5 preimage-resistance,preimage resistance md5
125,make longer hashes,reading thing sha-1024 hash sha-2 built state word sizes meet security requirements commodity computers x86 alpha use 64-bit maximum cpu word sizes general purpose registers meant state built 8-words meet common security requirements support larger digest either require core compression function different need word inputs larger word size exist specialized processors simd registers appropriate instructions sha-512 sha-256 reused create longer hash eg concatenating hash string hash string pose security concern speaking hashes general little knowledge internals hashing algorithms think takes average time find collision hash string take average time t^2 find collision hash string concat hash string,hash,hash
126,injecting salt pycrypto kdf useful,noted sources indicate using kdf pbkdf2 advocate injecting salt time execution dv salt pbkdf2 salt password salt versus plain usage dv pbkdf2 password salt using pycrypto.protocol.kdf pbkdf2 function ronacher version linked extra salt parameters add benefit passwords salt stored password risk oracle identical passwords revealed as-such encoded case concern mindful concern expect absence fault algorithms permits short-circuiting used salt obliges recheck password entire number iterations case copied post closed edit worth linking store salt hash passwords password hashing add salt pepper salt enough last link particular states question know recommended/approved method storing password verifiers store verifier salt hash salt password sense question becomes necessary inject salt kdf way recommended hash presuming course theory supports injection salt hash believe,salt pbkdf-2,pbkdf salt
127,comprehensive alternatives rsa,wished comprehensive alternative rsa say comprehensive wonder encryption digital signature rsa alternatives,encryption rsa public-key,encryption rsa key public
128,choose padding mode aes,depending framework using various padding modes used aes encryption example .net choose pkcs7 iso10126 ansix923 zeros none understand encryptor decryptor need use mode interoperable considerations choosing padding mode exception matter considered secure others,encryption block-cipher symmetric padding,symmetric encryption cipher padding block
129,changing plaintext encryption rsa,rsa crypto scheme message x plaintext encrypted produce ciphertext computing x^e \bmod n course means x numeric value work assuming found tables ascii plaintext x single character message larger parts encrypted examples seen expanded x given small numeric value exampes interested understand x practise,rsa,rsa
130,requested encrypt data aes256 digital certification timestamped,job tasked gov encrypt data send law says title need aes256 thing data important point change mind enforce full specs crypto wanted ask clarifications ideas learned timestamping digital certification assuming ssl things buy verizon certify claim create ssl certificate apache gather rsa aes raw data timestamping timestamped data aes256 enc tstamp data rsa private key result send gov gov receives result uses rsa public key aes timestamp check thing certificate supposed online something public key public gov learn fine aes read symmetric agree password secret right give password use request point timestamp require agree going timestamp data send knew public key use decoding timestamp salts add data passwords sure add gov assume end trouble secret aes passwords going leaked point someone gov future unknown company used harm company/me forging fake data trying think paranoid end salting everything whenever done correct encryption pipeline salt append data decryption pipeline add salt append data append timestamper,encryption rsa aes timestamping,encryption aes timestamping rsa
131,hash decrypts key key decrypts cipher ...,noticed couple pieces encryption software truecrypt use hash password key block cipher generate random key use encrypt data xor key hash password store result encrypted file header see useful perspective wanting different keys different files password think reason hashes weak block cipher keys missing something additional security considerations think kind mechanism mechanism superior using keyed hmac hashes file contains key,encryption hash passwords keys file-encryption,keys encryption passwords hash file
132,pseudocode constant time modular exponentiation,looking implement modular exponentiation rsa constant time examples found mathematical descriptions operations references descriptions psuedo-code understandable implementable someone much math background,rsa implementation reference-request modular-arithmetic,reference implementation request rsa modular arithmetic
133,expect find collision hash function \sqrt n hashes,get intuitive understanding \frac n number bits key consists,hash collision-resistance birthday-attack,collision attack birthday hash resistance
134,matsui linear attack des p box,trying understand matsui linear attack des something understand paper paper say =12 ok say x f_5 x k =k problem indices come supposed output bits s5 p box bits take p box wikipedia true,linear-cryptanalysis,linear cryptanalysis
135,purpose expanding shrinking sha-1,purpose expanding shrinking sha-1 serves security purposes,hash cryptanalysis sha-1,sha hash cryptanalysis
136,proof counter mode operation cbc mode cpa secure pseudorandom permutations,know counter mode cpa secure used block ciphers modeled random permutations use pseudo-random permutations cpa secure proof cbc mode used block ciphers modeled pseudo-random permutations cpa secure proof,cbc,cbc
137,happens entropy hashing,happens entropy hashing suppose key entropy k entropy k increased hashing key,hash entropy,entropy hash
138,guarantee plaintext coprime rsa,specifications rsa state p^ \phi n \equiv ~mod~n p n coprime p plaintext n product suitable primes x_1 x_2 question guarantee p plaintext coprime n thank advance,encryption rsa public-key cryptanalysis,encryption cryptanalysis rsa key public
139,creating spn cipher chacha20 salsa20 double round function,given chacha20 building blocks used construct hash function double round function chacha20 salsa20 used construct secure sp-network cipher double round function serves permutation function 512-bit round keys xored permuted result round f \rightarrow double round function g \rightarrow inverse f r rk x =f x \oplus rk single encryption round rk =g \oplus rk single decryption round,symmetric salsa20 chacha,symmetric chacha salsa20
140,hmac sha256 vs rsa sha256 use,salesforce announced moving hmac sha256 rsa sha256 make move technical factors hmac easy break https //login.salesforce.com/help/pdfs/en/salesforce_summer13_release_notes.pdf ps security expert,rsa hmac,rsa hmac
141,basic encryption decryption related question,started studying cryptography got interested subject got doubt studying encryption scheme encrypt message change ciphertext ciphertext available attacker attacker modifies ciphertext sends receiver decrypt message right..,encryption,encryption
142,reusing pgp key generating ssl certificate authority,make sense reuse keys pgp gnupg gpg keyblock generating ssl certificate authority toy web services mine ideal world people keypair trustworthy hardware device use certify everything e.g ssl certificate authority opposed generating rsa key openssl advised online tutorial possible benefits know afaiu different story,pgp certificates openssl,certificates openssl pgp
143,dual_ec_drbg openssl mac,much info related anyone know default csprng dual_ec_drbg wiki clear… related first question anyone experience openssl mac changing default csprng,openssl dual-ec-drbg,ec drbg openssl dual
144,output linear shift register given plaintext intial state,given initial state s_0 plaintext p need find ciphertext method solve taught coursework information found online seem anyone explain steps needed solve,random-number-generator stream-cipher,stream cipher random number generator
145,flaw ecc signature scheme,found following work internet ecc-based blind signature scheme paper claims ecdsa blind signature seems scheme flaw process describe standard requester blinds message using key sends blinded message signer signer signs message resulting pair r sent requester requester unblinds component r component published unchanged seems logical publishing r way came allow signer track transactions keeping database issued r tokens missing something,elliptic-curves blind-signature digital-cash,digital cash curves elliptic signature
146,ok use hash key nonce aes gcm,see immediate risk using hash key nonce aes gcm something overlooking,aes nonce,nonce aes
147,tag length used eax mac,eax flexible regard length calculated call tag mac value eax paper well documentations avoid suggesting value length mac anything take consideration setting value length proportional collision resistance subtle consequences depending mac length,modes-of-operation mac authenticated-encryption collision-resistance eax,authenticated modes eax encryption resistance collision operation
148,randomize encrypted data hide data source,small amount data typ byte channel eavesdropped time behaviour way data changes protected encrypt using xor bytes key c x k means c m. observing interesting decrypt actual data cipher reveals enough information data source observing data encrypted ... ... look t=0 t=1 t=2 t=3 ... t=0 t=1 t=2 t=3 data lineary increases variable increment long time period changes fixed average value change long period time guessable much effort clear data little change randomized encryption constraints security obscurity algorithm known data broadcasted source updated defined interval time period eavesdropper see data get read peer receiver/reader miss message update able sync message loss acceptable receiver peers rely stable tamper-free timebase cpu power memory requirement limited data behaviour seen unconfidential see option suitable broadcasting active read combine data pseudo random factor derived confidential iv known sides combination encrypted using confidential key look mins update interval e.g mins unconfidential k key confidential iv lfsr seed confidential r initial rounds unconfidential r lfsr round counter n iv pseudo noise lfsr def hide lfsr n return x def enc return x k initialize r r n lfsr n r r true r r read_four_byte_message feed broadcasting store retrieval enc hide r sleep clear eavesdropper brute force probe ivs cycled r times lfsr xor cipher know message change update intervals questions missed attacking vectors anything improve security increasing iv key lengths please guide basics learn,randomness,randomness
149,aes secure key generation storage,client-server application transferring data components secure way use aes algorithm cbc mode transfer data file scenario client ask data file plaintext server takes request encrypt data iv/key pair sends encrypted data client client stores data encrypted client user application reason client open files read data offline mode server application .net based client delphi need secret key generation mechanism secure changeable client server something related current user etc experienced cryptography waiting experienced advices thanks advance edit try explain problem details client application opening files format say files downloaded database server authenticated user download files authenticated user download files copied computers disks files contain worked models say models need encrypted case client sqlite database need updated send scripts client encrypted way client decrypts executes saves values encrypted work asked question proper way key generation mean create mechanism exchange data key storage mechnaism creates key runtime sides using userids licence keys etc ... user information client server hope explain,aes,aes
150,user-specified pbkdf2 password salt iterations limits,decentralized login user left select password salt iterations minimums enforced words none stored implementation standard login authentication guidelines 4-digit pin enforced produce uncrackable combinations login username password substituted pbkdf2 password salt vice versa pin number iterations less pbkdf2 scheme tool user generate 32-byte signing keys user memory storage conforming key course accepted overall implementation use tool help save standard username/password rules implemented minimums measure length quantity and/or variety special characters placed pbkdf2 password/salt combination,keys pbkdf-2,keys pbkdf
151,use cribs,looking incorporate crib usage breaking ciphers unknown enciphering schemes least gleam information seems big hurdle looking references incorporating cribs decryption schemes allow clarify crib mean word set words suspect message example suppose suspect word parachute words enciphered question good question try give weight literature read big gap elementary cryptanalysis modern cryptanalysis feel modern cryptanalysis focuses big-power public-key schemes easy hard break middle many schemes wwii pacific forces broke japanese naval encryption learned many different classical encryption decryption techniques unfamiliar approach getting information set messages based fact words appear message sort basic idea went years military intelligence read relied cribs occasion giving certain pieces information japanese diplomats messages contain known words mean alienate demonize japan us-japan relations happens big example suspect many read codebreakers beginning book suspect many familiar idea end ask anyone refer references use cribs extract information unknown scheme helen gaines book cryptanalysis uses many cribs book underlying idea scheme known course case final note aspect paulo marques answer deleted find deeply troubling say schemes built strong knows scheme mean scheme strong information gotten scheme schemes strong attempt break anything know case recent meta post paulo ebermann asserted belief se limit modern cryptography minority please let know search,cryptanalysis reference-request,request reference cryptanalysis
152,random value element picked \frac p-1 \frac p-1 ^2 probability,let \mathbb f _p finite field p large prime number e.g 256-bit know probability element picked field p-1 say element picked uniformly random question security context say element uniformly probability \frac p-1 \frac p-1 ^2,cryptanalysis provable-security,provable security cryptanalysis
153,encrypted sdcard readable/decryptable desktop machine,sdcard android phone using built-in encryption software phone dies reason able using pin/password access data desktops os x windows linux,encryption,encryption
154,file random access,programmer familiar c/c++ python got assignment team asking work projects need make small program encrypt large file using symmetric key encryption achieve using aes128 aes256 crt mode catch small part file given location bytes beginning file able decrypt piece thought cutting file multiple pieces applying separate generated key issue regarding said part size cut like know lapping blocks handle idea working slicing bytes calculate number bytes last slice get bytes generate random padding bytes beginning decrypt remove bytes case multiple slices overlap split method repeated like know sensible better cipher algorithm allows ps files image files document files know basics cryptography,aes reference-request modes-of-operation file-encryption,aes modes reference encryption request file operation
155,constructing secure key exchange protocol,\pi= gen enc dec let secure public-key encryption scheme security parameter n message space plaintext \lbrace \rbrace^n using \pi want construct key exchange protocol \theta rounds i.e alice bob secure eavesdroppers possible prove course assumption security \pi example diffie–hellman key exchange protocol fits exercise somethink know generalize p.s key alice bob establish \in \lbrace \rbrace^n,key-exchange semantic-security,security semantic key exchange
156,secrecy pseudorandom functions,let h_2 keyed hash functions e.g h_i x sha_ s_i||x pseudorandom s_1 s_2 let s_n h_1^k s_0 k_n h_2 s_n s_0 secret pseudorandomly chosen distribution using k_n sequence forward-secure keys secure i.e. forgetting s_n changing k_ n+1 noting h_i known attacker seems able distinguish k_n random knowing s_ n+1 k_j j h_i modeled random oracles seems attackers require \omega oracle requests average k key length h_i lose factor reduction attacker guesses disjoint s_j j n attacker gains information intuition correct get better bound \omega good given using sha-256 128-bit security level,hash random-oracle-model forward-secrecy,oracle model random hash secrecy
157,bit independence sha-2 hashes secure,know bit independence good sha2 function output secure example sha512 secretkeynonce256bit 32ytes used message encryption key b next 16bytes/128bits used authentication hmac key message c next 16bytes/128bits used access code non-secret known message carrier user provides code given encrypted message carrier knowledge c yield insight b better use c2=first bits sha256 c weakness extra sha prevent secretkey derived crummy password case c valuable attempted brute-like password guessing tried password produces c likely password correct produce correct people mention hmac weaker side think collision resistance sufficient application,sha-2,sha
