,title,content,complete_tags,words_in_tags
148,hard real time safe,know question asked many times clear read online people say control robots ros applications hard real time constraints need technical arguments plain ros real time specific suppose ros rtos read ros uses tcp/ip-based communication ros topics know tcp/ip reliable means use topics real time loop instance send control signal system publishing topic system sending feedback topic rtos eg linux+xenomai build real time control loop robot using ros ros bottleneck naive lack knowledge please enlighten note define hard real time system eg system guarantee miss thing control loop fails run system fails,ros real-time,real ros time
149,plans use vendor id identify ethercat devices,asked question ros answers getting much interest ethercat package ros uses slaves product ids identify devices load correct drivers works great devices manufactured single vendor plans prevent product id collisions multiple vendors make ros compatible ethercat devices manufacture ethercat devices using large values product id hoping collide anyone ros concatenate vendor product ids single 64-bit value use identify correct driver,ros,ros
150,determines speed quadrotor,design quadrotor travels particular maximum speed determine power required quadrotor hover,mobile-robot quadcopter power,mobile quadcopter robot power
151,determine battery power robotic circuit,robotic circuits draw different amounts power/current given battery say connecting different circuits deplete different rates robot/circuit drain battery minutes robot/circuit drain battery minutes ratings batteries allows figure long power circuit bonus points rating uphold solar panels deed power supplies batteries,power battery circuit,battery circuit power
152,electric piston longitudinal electric motor,electric motors apply force rotational motion longitudinal motion electromagnetic design gears worms motors great linear actuators transfer force feedback name devices,motor actuator,actuator motor
153,bs2 inconsistant pin state connected wire,"bs2 mounted parallax board education rev d. trying use wire determine control pressed wire connected state seems fluctuate staying connected desired button exhibits behavior added quality switching button pressed stay buttons pressed flickers unpressed causes behavior wire connected anything bus code used get state debug crsrxy,0,3 p5 bin1 in5 loop",microcontroller,microcontroller
154,difference planetary precision gear motors,working building rover like advice selecting motors particular want understand difference precision planetary gear motors robot way 10-15lbs think like responsive quick sabertooth motor controllers supply looking motors sure better choice application sets motors thinking https //www.servocity.com/html/precision_robotzone_gear_motor.html https //www.servocity.com/html/3-12v_precision_planetary_gear.html googling provide info planetary gears application unclear thanks,mobile-robot motor gearing,mobile gearing robot motor
155,ackerman steering model,trying create simulation robot ackerman steering car assuming 3-wheeled robot wheels steering wheel front knowing wheel velocity steering angle need able update robot current position velocity new values time t+1 obvious way calculate position centre rotation axles wheels meet leads undefined centre rotation means model work normal case robot driving straight line model steering works reasonable range,mobile-robot simulation,mobile robot simulation
156,difference yaw attitude quad rotor,big miss conception attitude represent quad earth post calculate imu gyro +accele magent,imu,imu
157,extended kalman filter using odometry motion model,prediction step ekf localization linearization performed mentioned probabilistic robotics thrun fox page jacobian matrix using velocity motion model defined \begin bmatrix x \\ \\ \theta \end bmatrix \begin bmatrix x \\ \\ \theta \end bmatrix \begin bmatrix \frac \hat v _t \hat \omega _t -\text sin \theta \text sin \theta \hat \omega _t \delta \\ \frac \hat v _t \hat \omega _t \text cos \theta \text cos \theta \hat \omega _t \delta \\ \hat \omega _t \delta \end bmatrix calculated g_ \begin bmatrix \frac υ_ ω_ -cos μ_ t-1 θ cos μ_ t-1 θ +ω_ δ \\ \frac υ_ ω_ -sin μ_ t-1 θ sin μ_ t-1 θ +ω_ δ \\ \end bmatrix apply using odometry motion model described book page robot motion approximated rotation \delta rot1 translation \delta second rotation \delta rot2 corresponding equations \begin bmatrix x \\ \\ \theta \end bmatrix \begin bmatrix x \\ \\ \theta \end bmatrix \begin bmatrix \delta \text cos \theta \hat \delta rot1 \\ \hat \delta \text sin \theta \hat \delta rot1 \\ \hat \delta rot1 \delta rot2 \end bmatrix case jacobian g_ \begin bmatrix \delta sin θ \hat \delta rot1 \\ \delta cos θ \hat \delta rot1 \\ \end bmatrix good practise use odometry motion model velocity mobile robot localization,localization kalman-filter,filter kalman localization
158,ekf slam mahalanobis distance,done ekf localization known unknown correspondences ekf slam known correspondences stated probabilistic robotics moved ekf slam unknown correspondences algorithm page \psi_ k h^ k \bar \sigma h^ k q \pi_ k z^ \hat z k \psi^ -1 k z^ \hat z k endfor \pi_ n_ t+1 \alpha j \underset k argmin \pi_ k n_ max\ n_ j understand line book page authors state line sets threshold creation new landmark new landmark created mahalanobis distance existing landmarks map exceeds value \alpha ml correspondence selected line \alpha line computed mahalanobis distance research mahalanobis distance understand role ekf slam edit found book university library robotic navigation mapping radar authors state mahalanobis distance measure slam define d^ z^ j k \hat z k provides measure spatial difference measurement z^ j k predicted feature measurement z k given d^ z^ j k \hat z k z^ j k \hat z k s^ -1 k z^ j k \hat z k value calculated possible z^ j k \hat z k combinations d_ j k \hat z k \leq \alpha referred validation gate leave question \alpha,slam ekf mapping,ekf slam mapping
159,compute relative pose robots,"compute relative pose robots robots matlab code poser1 poser2 corresponding covariance matrix probability distribution movement robot asociate gaussian distribution co1 diag co2 diag auxiliar functions solve function compose poses x theta function tac=tcomp tab tbc composition transformations given poses ang tab +tbc ang pi ang -pi ang anglewrap ang end sin tab c cos tab tac tab c -s c *tbc function get inverse pose pose function tba=tinv tab tba zeros size tab t=1:3 size tab,1 tba t+2 tinv1 tab t+2 end solution get relative pose compute things pose composed poser1 get poser2 means need get pose_inc satisfy equality tcomp psoer1 **pose_inc** poser2 next code compute relative pose allows poser1 reach poser2 computing relative pose r1 r2 pose composed poser1 reach poser2 pose_inc tcomp tinv poser1 poser2 covariance matrix relative pose uncertainty r1 reach position poser2 c cos poser1 sin poser1 x_1 poser1 y_1 poser1 x_2 poser2 y_2 poser2 jacobians compute covariance relative pose jacf_1 -c -s x_2-x_1 *s+ y_2-y_1 *c -c x_2-c_1 *c- y_2-y_1 *s -1 jacf_2 c -s c computing covariance relative pose c_p12 jacf_1*co1*jacf_1 jacf_2*co2*jacf_2 jacf_1 jacobian define difference poser1 pose_inc jacf_2 jacobian define difference poser2 pose_inc c_p12 covariance matrix r1 move poser2",sensors movement pose first-robotics,robotics sensors pose first movement
160,volt input volt ouput arduino,ended supplying v arduino output pin vin pin mean use output pin i.e fried,arduino,arduino
161,read multiple channels rx-tx arduino,channel rf rx/tx want connect motors able connect channel motor unable connect channel motor arduino code using int motor1left // defines pin connected motor int motor1right= // defines pin connected motor int motor2left // defines pin connected motor int motor2right // defines pin connected motor int enable int enable2 int channel1 // defines channels connected int channel2 // pins arduino int channel1 // used int channel2 // store values void setup pinmode motor1left output // initialises motor pins pinmode motor1right output pinmode motor2left output pinmode motor2right output // outputs pinmode channel1 input // initialises channels pinmode channel2 input // inputs serial.begin // sets baud rate bps void loop channel1 pulsein channel1 high // checks value channel1 serial.println channel1 //prints channels value serial monitor delay channel2 pulsein channel2 high // checks value channel1 serial.println channel2 //prints channels value value serial monitor delay channel1 channel1 /*these values got transmitter customize according transmitter values */ digitalwrite motor1left low // sets digitalwrite low // motors low enable channel1 // checks channel1 lesser digitalwrite motor1left high // turns left digitalwrite motor1right low // motor enable channel1 // checks channel1 greater digitalwrite motor1left low // turns right digitalwrite high // motor enable channel2 channel1 digitalwrite motor2left low // sets digitalwrite low // motors low enable2 channel2 // checks channel2 lesser digitalwrite motor2left low // turns left digitalwrite motor2right high // motor analogwrite enable2 channel2 // checks channel2 greater digitalwrite motor2left high // turns motor2right low // motor analogwrite enable2,arduino,arduino
162,autonomous variable terrain yaw sensor,programming robot drive variable terrain obstacles variable terrain knock robot initial heading like design autonomous sequence correct change direction using accurate sensor compass yaw best way correct changes maintain heading side side motion stay perfect heading needs stay correcting overpowering side wheels depending direction correction needed heading correct seems antiquated method looking cleaner smooth method,compass automation,automation compass
163,building servo tester measure peak/stalled amp draw,finding data stalled use load free amp draw servos seems impossible want build/create servo tester want know amps servo drawing idle movement load stalled/full position think cover bases relative amp usage servo please let know missing questions going need power supply exact seems standard measurement voltages need way measure amp draw need way control servo movement missing anyone suggestions please let know thanks help seems uncharted waters rc hobby area someone robotics field path,rcservo,rcservo
164,motorize elbow socket joints powered exo-skeleton,motorize joints iron man suit need something shallow think dual servos sitting side elbow knee joint side hips get motorized action adding thickness joint bicycle-style chain drives work think length chain need vary depending position least lot joints motorize joints,design mechanism,design mechanism
165,rocker bogie suspension stability,designs shown rocker bogie systems whole weight platform seems supported rod differential bar gear bit unstable system arms rover end high torque rod understanding rocker bogie systems correct solutions problem sacrificing functionality rover clarify want know rovers curiosity designed balance heavy platform differential bar mechanism trying make small rocker bogie want avoid anticipated problem,mobile-robot design wheeled-robot,mobile design robot wheeled
166,stereo vision moving vehicle,put stereo camera moving platform sync cameras kind delay cameras tolerable depend motion guidelines practitioner guides build moving stereo system,stereo-vision,stereo vision
167,create artificial integelent robot ability communicate computer language use,know languages php c/c++ java expert languages want create artificial intelligent robot task able communicate computer usb able perform specific task present visual interface finding path speed others access micro controller device attached devices on.. editor note solve world hunger please suggest programming language good programing type robot heard c/c++ assembler robotc labview unable decided language use project sorry bad english,microcontroller artificial-intelligence robotc,intelligence microcontroller robotc artificial
168,meaning equation graphical model,paper topology-based representations motion planning generalisation dynamic environments interactions ivan et.al. says page approximate inference control aico framework translates robot dynamics graphical model following equation p x0 u0 mean feel p means uncertain quantity sure,mobile-robot control robotic-arm motion-planning,control mobile robot motion planning robotic arm
169,path following robot converting xy axis path input wheels,moment creating android program steer simple wheel motors balance robot move online following path drawn screen robot operated wifi motors react input signals imagine drawing path robot smartphone screen aquired points xy axis time beginning idea convert points voltage input motors signals sent connection single axis point taken consideration skips irrelevant path done robot reasonable error scale idea make robot follow defined axis points overall create path edit voltage computed robot input -255 velocity increase decrease lineary borders like solve perfect conditions need feedback crazy models let assume data true sensors additional devices xy axis path required input ommit wheel slide,wheeled-robot wifi two-wheeled,wifi wheeled robot
170,modelling point clouds collision detection gazebo,applying path planning robotic arm gazebo chosen use rrt order detect points collision thinking getting point cloud kinect subscriber feeding something octomap collision map import gazebo gazebo plugin import octomap files write next idea feed point cloud mesh generator meshlab turn urdf starting get input somebody experienced right way go keep mind environment static things moving arms thank picture octomap,robotic-arm localization slam kinect gazebo,localization kinect slam robotic gazebo arm
171,mckibben artificial muscles ratio,reading artificial muscles highest power/weight ratio electric motors ratio less electrical engineer worked pneumatics big idea air pumps question much ratio change consider autonomous system side mckibben actuators air pumps valves energy source side electric motors energy source example let suppose somebody found way model control artificial muscles good electric motors make autonomous walking leg models higher resulting power/weight ratio,control power actuator torque battery,control actuator torque battery power
172,choose connect camera robot,tons cameras devices days used photo cameras smartphones tablets home gathering dust wonder easiest way get camera module device connect robot project soldering iron make work software point view planning use something arduino stm32 platform intel edison camera modules easier solder program custom project look way better find camera module designed custom projects,cameras,cameras
173,public dataset monocular visual odometry,planning develop monocular visual odometry system indoor dataset available public ground truth approach note aware kitti vision benchmark suite provides stereo data outdoor vehicles anyone access datasets used following paper svo14 great http //rpg.ifi.uzh.ch/docs/icra14_forster.pdf,computer-vision odometry,odometry computer vision
174,quadcopter stability vs pid error signal lag sample time,question asking effect stability increasing decreasing sample time lagging error signal pid helps stability degrade,quadcopter pid stability,quadcopter stability pid
175,rc helicopter connect computer,planing control rc helicopter computer experience programming .net use .net control rc helicopter start project,control radio-control,control radio
176,generate synthetic accelerometer data based x coordinate,like create simulation model signal generator allow generate output signals accelerometer based location input signals x z like realistic model data produced accelerometer noise bias offsets convert series points simulated accelerometer output series positions describe trajectory space ... moving trajectory described series positions interested knowing simulating data produce result moving described trajectory calculate derivative trajectory ideal looking model realistic,accelerometer simulation,accelerometer simulation
177,make robot work,holiday project building surveillance robot capable transmitting live images using webcam capable lifting small objects uses cc2500 module communicating robot interface designed visual basic allows set port computer transreceiver connected connected usb rs232 port usb side connected computer tried settings shown get error config unsuccessful tried settings different computers work circuit diagram robot designed using atmel please tell settings try make work,electronics computer-vision wheeled-robot robotic-arm,robot arm computer robotic electronics wheeled vision
178,lidar points landmarks,trying implement graphslam/sam lidar papers read generate directed graph expected lidar measurements landmarks similar image taken square root slam paper dellaert practice point clouds obtain lidar similar taken kitti car collected dataset seems algorithms sift point clouds accurate used technique find features consecutive point clouds find landmarks slam algorithms using points point cloud,localization slam lidar,lidar slam localization
179,ideas shooting ball soccer robot,best option use shooting system soccer robot implemented solenoid-based system shooting works methods check better mine,soccer mechanism,soccer mechanism
180,scara arm lead screw choices,thinking building scara arm lift moderate loads high degree accuracy want quick inexpensive z axis gantry thinking using lead screw dual linear rail trouble certain linear velocity best method choosing lead screws associated given desired linear velocity nema stepper motor driving,robotic-arm mechanism,arm mechanism robotic
181,reduce motor maximum current draw,motor stall current motor controller peak current rating way reduce stall current protect motor controller realize right solution buy better motor controller bit low funds thought putting resistor series motor came value reduce maximum current draw given maximum impedance motor downside harming performance motor reducing stall torque,motor microcontroller current,current microcontroller motor
182,easiest efficient way detect human close range distance make robot follow,thesis regarding robot research requires robot attached linear guide rail robot detect human close range meters distance easiest efficient method components use,sensors wheeled-robot industrial-robot,sensors industrial wheeled robot
183,balancing robot control model,trying find control model system balancing robot purpose project control \theta_2 motors wheels i.e torque τ started dynamic equations went transfer function find pid gains control robot keep balanced optimum response time interested finding transfer function dynamic model example https //www.youtube.com/watch v=fdsh_n2yjzk sure free body diagrams wheels inverted pendulum robot body calculations dynamic equations \begin array lcr m_1 \ddot x _1 f_r f_ \rightarrow \\ m_2 \ddot x _2 f_ \rightarrow \\ j_1 \ddot \theta _1 f_r r \tau \rightarrow \\ j_2 \ddot \theta _2 \tau mgl\theta \rightarrow \mbox linearized pendulum \\ \end array kinematics x_1 r\theta_1 \\ x_2 r\theta_1 l\theta_2 \\ equating m_1 \ddot x _1 f_ f_r \\ \frac j_1 \ddot \theta _1 r \frac \tau r f_r yields \frac j_1 \ddot \theta _1 r m_1 \ddot x _1 \frac \tau r f_ \rightarrow equating \frac j_1 \ddot \theta _1 r m_1 \ddot x _1 \frac \tau r m_2 \ddot x _2 \rightarrow \\ using kinematic equations j_1 m_1 r^2 m_2 r^2 \ddot \theta _1 m_2 l r \ddot \theta _2 -\tau \rightarrow \\ equating \begin array ccc \underbrace j_1 m_1 r^2 m_2 r^2 \ddot \theta _1 \underbrace m_2 l r j_2 \ddot \theta _2 \underbrace m_2 gl \theta \rightarrow \\ b c \\ \end array using laplace transform finding transfer function \frac \theta_1 \theta_2 -\frac bs^2 c as^2 \\ substituting transfer function equation j_1 m_1 r^2 m_2 r^2 \frac \theta_1 \theta_2 \theta_2 s^2 m_2 lr\theta_2 s^2 -\tau \\ yields \frac θ_2 τ \frac -1 mlr-b s^2+c simplifying \frac θ_2 τ \frac j_2 s^2-m_2 gl comments -this expresses pendulum wheel i.e dependent pendulums properties -poles real verify instability,arduino control pid wheeled-robot,control robot pid wheeled arduino
184,find difference consecutive sensor readings real-time c,working micromouse sensors call s1 s2 s3 use s1 idea s1 controls left motor s3 right motor s2 detect wall front anyways trying write code c dspic30f4011 mcu read sensor values reading consecutive values compare values read happens flow code follows // initialize timer generating interrupts // pseudo-code void __attribute__ interrupt auto_psv _t1interrupt void int count //read sensor1 store value sensor1value sensor1value sensor1 int count++ //now part lost // want diff_s1value sensor1value n+1 sensor1value n // mathematical sense n+1 n // want compare new value previous sensor value diff_s1value // checks difference //duty cycle pwm controls speed motor sensor1value sensor1value n+2 diff_s1value pdc1 float k/sensor1value look line compare sensor values real-time let know wants info,c micromouse,c micromouse
185,prop orientation tricopters,question stems previous question asked prop orientation matter much multirotor research† found reasons need tri copter reasons general multi rotors odd number motors rotors † forum talks lot tricopters prop orientations nothing answers question,multi-rotor,rotor multi
186,rc transmitter quadcopter arduino,wl v262 quadcopter want control using arduino joysticks transmitter opened transmitter saw joystick potentiometers pcb voltage pot goes used arduino pwm low pass filter connected output filtered output potentiometer analog pin connected pcb desolder take pots v_ going analog pin transmitter display gave confused frustrated know control transmitter attaching stepper motors joysticks controlling transmitter last resort someone help spent hours hours trial error getting pcb transmitter,arduino sensors radio-control wireless,control wireless sensors radio arduino
187,lithium ion battery monitors designed hobbyists quadcopters,friend getting quadcopters good techie buddy trying find right technology battery monitoring expensive machine fall sky technology hobbyists seeing voltage monitors useful battery chemistry flat voltage curve liion expect voltage monitor report low battery draw extra current seeing buddy fast maneuvers mid flight day job use charge counting battery monitors bms battery chemistry custom designed battery pack laptop batteries etc built battery pack sold cell suppliers missed product electric aircraft hobbyists battery dark ages,battery lithium-polymer,battery polymer lithium
188,error building map ros slam_gmapping,recorded rosbag data simulating robot gazebo played logged bag file tried build map using slam_gmapping node ended error warn laser mounted planar z-coordinate -1 gave -0.03982 iterations able build map modifying laser scanner joint origin urdf file origin xyz= -0.040 rpy= -1.5708 -1.5708 origin xyz= -1 rpy= -1.5708 robot model become weird laser scanner robot get issue relocating laser scanner find urdf file,slam ros navigation mapping simulation,ros slam navigation mapping simulation
189,total hand calculations procedure formulaes mega-quadcopter,student taking mega-quadcopter final year project.can u please help total hand calculations mega-copter i.e procedure formulaes wanted know calculate dimensions frame specifications motor propeller rating esc power rating batteries total no.s.i want direct answers procedure formulaes.i want lift aload 20-30 kgs .please feel free help,quadcopter,quadcopter
190,power switch common ground battle robot,constructing hobby-weight battle robot safety rules robot power switch turns power motors weapon robot sub-systems drive motors battery weapon battery lighting small volt battery read connected receiver important electronics sharing common ground everything work know live wire connected switch thinking hitting birds stone connecting ground wires live wires switch way turn power common ground terms safety shorts etc concerned using xt connectors careful use female plugs power leads prongs visible seems work safe dealing mains voltage levels hand want look stupid way connecting switch make sense violating unwritten law normal practice effect circuitry way grounds connected thinking using switch pc power supply rated high currents case cordless motors drawing amps load say amps anyone used switches buy high current ones case ask thanks,control power battle-bot,control battle bot power
191,difference rao-blackwellized particle filters regular ones,read seems rao-blackwellized particle filter normal particle filter used marginalizing variable p r_t s_t y^t sure conclusion like know precise differences types filters thanks advance,slam particle-filter,filter slam particle
192,information filter kalman filter approach,read many sources kalman filter approach filtering canonical parametrization moments parametrization used difference questions using forget kf remember prediction complicated link imagine uncertainty matrix turning ellipse see area uncertainty mean boundaries simple addition information possible assumption sensor read different object hence association problem posted,kalman-filter algorithm sensor-fusion,filter fusion sensor algorithm kalman
193,standard equation steering differential drive robot,"writing code arduino ide board control differential drive wheeled robot able steer direction reason steering response time little awkward better strategy code using using app called virtual joystick controls feeds data virtual pins v1 x y. x left right joystick forward information app available http //www.blynk.cc/ working part latency cloud service main problem stuck steering driving // define blynk_debug // define blynk_print serial // comment disable prints save space define blynk_print serial // comment disable prints save space include esp8266wifi.h include blynksimpleesp8266.h int motora int motorb int x=0 int y=0 int steer=0 int maximo=0 // get token blynk app // go project settings nut icon char auth b41ff7f1659b4badb694be4c59601c2c void setup // set console baud rate serial.begin blynk.begin mob4life pinmode motora output pinmode motorb output pinmode output pinmode output pinmode output pinmode output v1 int x1 param .asint x=x1 int y1 param .asint y=y1 blynk_write v0 // slider de int vel param.asint maximo=vel void loop x == == // stop motora motorb analogwrite motora motora motorb motorb x x //forward motora motorb motora map motora maximo,130 analogwrite motora low motorb map motora maximo,130 analogwrite motorb digitalwrite high x x //reverse motora motorb motora map motora maximo,126 analogwrite motora high motorb map motora maximo,126 //something wrong high signal motorb low x //steer left motora motorb steer map x maximo steer x maximo motora map motora maximo,130 analogwrite motora steer low motorb map motora maximo,130 analogwrite motorb steer digitalwrite high x //steer right motora motorb steer map x maximo steer x maximo motora map motora maximo,130 analogwrite motora steer low motorb map motora maximo,130 analogwrite motorb steer digitalwrite high blynk.run help appreciated thanks",differential-drive,differential drive
194,get manufactured part cad file,working book learning robotics using python python programmers want learn robotics chapter shows use librecad design plates poles form chassis turtlebot-like robot instance base plate looks nothing chapter picture manufactured plates assembled chassis author acts something know cad drawings plates manufactured magical process book discusses gives things tolerances material supposed made etc. kinds things discussed http //www.omwcorp.com/how-to-design-machined-parts.html know nothing stuff terms go cad design specs getting actual part manufactured kinds companies use reasonable price expect process general go cad design manufactured item find local machine shop specializes robotics bring cad drawings work try build parts noob hope question http //blog.stackoverflow.com/2010/11/qa-is-hard-lets-go-shopping/,design software manufacturing chassis hardware,hardware manufacturing design chassis software
195,manipulator end-effector orientation quaternions,following problem given points surface adjust manipulator end-effector i.e pen baxter robot normal surface points get coordinate frame normal vector question use tell manipulator supposed orientation baxter inverse kinematics solver takes x z -tuple cartesian coordinates desired position x z w -quaternion desired orientation set orientation feeling use normal vector n_1 n_2 n_3 calculation,inverse-kinematics orientation,inverse kinematics orientation
196,servo motors large scale rc car,want convert electric atv quad kids highper atv-6e radio control robotics project small atvs weigh kg need choose servo motors steering braking grade servos much torque need use strongest rc servo find metal gears course need industrial grade servo plan use servo steering braking braking atv mechanical disc brakes discs front common disc rear brake levers front/rear plan use servo use front rear plan mount brake wire servo simulate lever movement guess make weak servo stronger adding proper gear mechanical engineering prefer off-the-shelf component,servomotor rcservo steering brake,servomotor brake steering rcservo
197,robotic pollenators designed,hive collapses growers desperate pollenation options anyone working swarms tiny flying robots augment bees look certain color poke flower moment move need recharging fly hive reason bees fly course replacing germinators run seeds digestive systems different problem,mobile-robot,mobile robot
198,manipulate real-time sonar data arducopter arduino,quad radio telemetry kit like send real-time sonar data laptop running windows order manipulate additional arduino sketch sonar sensor connected analog channel arduino data processed altitude calculations like send altitude data sort ground station computer use telemetry kit radios computer sure go task way modify source code gcs.h gcs_mavlink.pde conjunction mission planner mav ground station need write python module accomplish,quadcopter python sonar,quadcopter python sonar
199,control servo motor raspberry pi,trying make hexapod servo motors asking control raspberry pi used saw lot stuff control ... working arduino mega ssc-32 board found slow jerky end want add camera processing image know arduino handle process raspberry pi thank information subject,arduino raspberry-pi cameras servomotor,servomotor pi raspberry cameras arduino
200,lidar solutions,surprised price range lidar applications considering simplicity design try make simple project requires lidar object recognitions etc like use visual recognition opencv trying understand lidar solutions expensive see http //velodynelidar.com/lidar/hdlproducts/hdl32e.aspx small lidar sensor goes believe lidar next step robotic applications sure exclusive seen projects go performance bad hope answer makes expensive cheap systems hobbyist afford,arduino computer-vision lidar,lidar computer vision arduino
201,including raspberrypi robot ... allow universal api,know broad statement got support tcp full fledged computer board integrate/run arduino allow anything run box raspberrypi run operate robot know clock speed dependency libraries given code base pi add complexity big issues overlooking vertically-integrated control system including raspberrypi robot ... allow universal api,software arduino raspberry-pi,pi arduino raspberry software
202,gazebo import robot gives error,trying import tutorial robot given link gives following error error param.cc:181 unable set value key horizontal_fov error param.cc:181 unable set value key error parser_urdf.cc:2635 unable call parseurdf robot model error parser.cc:278 parse old deprecated model file failed error parser_urdf.cc:2635 unable call parseurdf robot model error parser.cc:278 parse old deprecated model file failed error parser.cc:278 parse old deprecated model file failed sugest something wrong parsing point towards line code example lines link name='chassis pose .1 /pose collision name='collision geometry box size .4 .2 .1 /size /box /geometry /collision visual name='visual geometry box size .4 .2 .1 /size /box /geometry /visual collision name='caster_collision pose -0.15 -0.05 /pose geometry radius .05 /radius /sphere /geometry surface friction ode mu /mu mu2 /mu2 slip1 /slip1 slip2 /slip2 /ode /friction /surface /collision visual name='caster_visual pose -0.15 -0.05 /pose geometry radius .05 /radius /sphere /geometry /visual /link link name= left_wheel pose /pose collision name= collision geometry cylinder radius .1 /radius length .05 /length /cylinder /geometry /collision visual visual geometry cylinder radius .1 /radius length .05 /length /cylinder /geometry /visual /link link name= right_wheel pose -0.13 /pose collision name= collision geometry cylinder radius .1 /radius length .05 /length /cylinder /geometry /collision visual visual geometry cylinder radius .1 /radius length .05 /length /cylinder /geometry /visual /link joint type= revolute name= left_wheel_hinge pose -0.03 /pose child left_wheel /child parent chassis /parent axis xyz /xyz /axis /joint joint type= revolute name= right_wheel_hinge pose /pose child right_wheel /child parent chassis /parent axis xyz /xyz /axis /joint /model /sdf ubuntu hint wrong information better come solution,simulator gazebo simulation,simulation gazebo simulator
203,slam goal babbling,struggling good links use goal babbling slam applications technique used method optimizing movement slam environment,localization slam motion-planning mapping,motion planning slam mapping localization
204,best power solution robot,built quadruped robot using servos towerpro sg90 servo raspberry pi model b right feeding charger make un-tethered look selecting batteries think separate powering rpi servos power jumping moves good rpi little video testing walking algorithm,mobile-robot raspberry-pi power battery walking-robot,walking raspberry power mobile robot battery pi
205,safety cages quadcopter rotors/blades affect lift capabilities,interested building quadcopter scratch err side caution considering adding safety cages propeller/rotor prevent least minimize chance spinning rotor blades coming contact someone knowing much physics lift works imagine cages present main problems rotors add weight copter making harder lift payload sheer presence/surface area makes harder spinning rotor generate lift push ground former problem obvious self-evident latter problem mean surface area imagine caging spinning rotor difficult lift instance spinning rotor ability generate enough power lift say construct entire box cage entire rotors sides openings imagine lift capability drop interested cage design provides adequate safety box rotor much causes rotor ineffective incapable providing lift looking optimal tradeoff safety boxing/caging spinning rotor lift performance imagine calculating designing huge undertaking lot math wondering anyone figured stuff anyone knows way model safety-vs-lift-performance trade way,quadcopter,quadcopter
206,possible use lipo charger lab bench power supply,thought building lab bench power supply comes cheaper love build things ... lipo charger imax b6ac bought quadcopter came idea use charger lab bench power supply ... questions work make work,power,power
207,accuracy estimated position localization better estimated position slam,estimate position robot localization slam intuition says get better position estimation localisation slam better sensor model likelihoods localization given complete environment slam like know difference accuracy estimated position localization slam,localization slam particle-filter,filter slam particle localization
208,best protect sensitive components damage vibration,common components types robots experience large environmental stresses key vibration something need worry typical electronics sensitive components secure components heard main philosophies first use damping system springs absorb shock second keep everything place move hit anything break follow answer depends use guide best protect sensitive components,electronics protection,electronics protection
209,outputting precise voltage millivolts arduino mega,need output varying voltage arduino mega range millivolts attempted sending pwm signal board low-pass filter steps voltage works problem arduino analogwrite function accepts value represent duty cycle pwm precise enough value yields millivolts value yields millivolts way duty cycle precise range think precise better way get precise voltage output mega running outputting max voltage volts low pass filter contains kiloohm resistor microfarad capacitor,arduino pwm,pwm arduino
210,robotics advice needed,high school project building robot draw image whiteboard based instructions give accomplish motor move pen axis similar printer moves z axis code goes fine wondering anyone give insight go building robot i.e motors system moving axises etc help appreciated thanks,motor mechanism,mechanism motor
211,spp profile compatibility phone,building project uses cell phone control microcontroller bluetooth decided use hc-05 bluetooth module hc-05 manual http //www.exp-tech.de/service/datasheet/hc-serial-bluetooth-products.pdf phone using nokia c3-00 series http //developer.nokia.com/devices/device_specifications/c3-00/ hc-05 module uses spp bluetooth phone supports dun ftp gap goep hfp hsp pan sap sdap profiles knowledge phone api utilizes rfcomm question use bluetooth module phone thanks advance apologies question trivial new bluetooth -shaun,microcontroller,microcontroller
212,position object data tracking,class project working weight stack trying measure position moving weight stack value weight based calibrated/preloaded position stack load sensor e.g think stack plate weights sensor knows plate plates etc weight stack base camp chip/sensor/laser feet weight stack need anything strong requirement small/unobtrusive cost effective looked options engineer right track research check,sensors,sensors
213,localising robot swarm,question localizing swarm robots summary want create swarm robots measure position room high ceiling accuracy ±5mm good answers optical methods interested hear non-optical localisation ideas impose following constraints localisation method use optical means visible invisible nothing added floor ceiling appreciable gap top robots ceiling walls equipment added perimeter room look hearing creative ideas,wireless swarm,wireless swarm
214,possible simulate vision perception gazebo simulators,vision important part robotics unavoidable component control loop many clothes/garment handling algorithms visual cues deciding proceed question simulation environments gazebo others allow design world robot garment simulate garment dynamics simulate robot sees robot perceives garment simulation step possible simulate vision simulate algorithms vision component control loop simulation vision good research theme trend good articles initial projects expanded stated general question possible simulate sensors gazebo e.g food handling soft-body handling involve tactile sensors principle gazebo calculate deformation forces soft-body format data simulated values sensor readings similar mechanism used simulation vision,computer-vision simulator research simulation gazebo,simulator simulation computer research gazebo vision
215,effective distribution grayscale sensors robot,working robotics project using grayscale sensors follow black line turning degrees going round circle passing gaps lines etc wondering effective way detect colours move lines grayscale sensors thank much,mobile-robot sensors automatic line-following,mobile robot following line automatic sensors
216,magnets affect imu values,im process making robot requires cylindric magnets construction center robot plan imu thinking using mpu-6050 magnets affect values yes solution shield something imu,sensors imu,sensors imu
